mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,synapse_id,x,y,z
-0.011589578700091002,-0.004404869589340146,0.00014847355374022033,0.0020066858904061033,0.0064330958130803684,-0.011828468753573013,0.002911907708506687,0.0031305236937768455,-0.006982142798298365,0.0004439872924510677,-0.003117419263019081,-0.0009635766345235848,0.000678142932968453,0.006057786994029989,-0.01372909700120033,4.5482510407935836e-05,-0.00014188589566525134,-0.007800595027277789,-0.0030350982067456176,-0.00012176616174479774,456611088,1410.8,728.96,850.52
-0.011589578700394183,-0.002987392510404569,0.0012459670635084396,0.00246617126045061,0.007208646141574907,-0.012487198153040774,0.0029681793619843085,0.0030683454813051425,-0.006632159847893652,0.000393560999626837,-0.0024997653478901743,-0.0006787114222234217,-0.00017476855296166352,0.0029127020544503965,-0.003217348437278692,2.1480344734102206e-06,0.00022589254359735297,-0.014520658042004973,-0.004767147187435466,-0.00015134472700022758,415745273,1322.032,744.5600000000001,807.44
-0.011589578700180061,-0.0025327462859181843,0.0016318261843561558,0.002661650597279235,0.007625450652351912,-0.01308117421488669,0.0030966121742219957,0.0031869555648111414,-0.006859157704221395,0.00040153189821528064,-0.002469162073267641,-0.0006271807313679305,-0.0005986244083833601,0.001774341472481108,0.0018829388947848502,-2.1678757479374806e-05,0.0005086805513243474,-0.02541714797336184,-0.008294524349421349,-0.00026255746748857087,460786295,1435.488,738.12,794.12
-0.011589578700231813,-0.0016407381650150616,0.002148970414129394,0.0027029790031797736,0.007242475233637895,-0.011489312537326867,0.002546141745897408,0.002398089820330564,-0.004766768698504192,0.00022878545344810238,-0.0009765243561889739,-0.00010695532158515063,-0.000848879092864617,-0.001668621473760601,0.008407545183430518,-3.811714240888699e-05,0.0003559580135857123,-0.0027237878245615003,2.672414515076639e-05,5.80520488114128e-05,426387189,1351.04,808.5840000000001,895.12
-0.011589578700437092,-0.00170641080055142,0.002262045814546801,0.002913389900592764,0.008010875198588395,-0.013269183371136252,0.0030594222892905347,0.003036432633271193,-0.0063092588634882,0.00033355534365716357,-0.0016154662518983503,-0.00020154776618547116,-0.0017140369614843545,-0.004134135087615914,0.025670505726527668,-0.00013133402182615987,0.0019824426234019083,0.032625056341306864,-0.00017027656007603706,-0.00018686084865676995,461382317,1433.688,817.888,715.88
-0.011589578700601552,-0.010284836196562175,-0.004617946651562046,-0.00020912113126415652,0.0021095892226507297,-0.0064750178530171105,0.001892084450525203,0.0023428219591792305,-0.005730332934745993,0.0004314128931719605,-0.0036887753983033526,-0.0013982943173779336,0.0035313317256564624,0.012777746959247624,-0.04009601878151058,0.0001620646463656948,-0.0013459519707768786,0.028775567172467507,0.008247483874077843,0.00021042112409012644,456437538,1415.352,669.448,776.88
-0.011589578700213508,-0.0016421400652980851,0.002151351873954366,0.0027072945350742955,0.007257786315541909,-0.011523113034564023,0.002555469936738671,0.0024090383889365484,-0.004791964049232101,0.00023032483420130145,-0.0009847079289662633,-0.00010800825215125341,-0.0008578227554089,-0.001689128504107057,0.008522799039468978,-3.8665672108290006e-05,0.0003617833330317449,-0.0027802754251613055,2.7308666632519033e-05,5.945122834576669e-05,426427652,1344.136,826.5840000000001,915.36
-0.011589578700451172,-0.0025256225039985442,0.001625786457564163,0.0026470589304492527,0.0075684616473428385,-0.01293871069077777,0.003052911159661561,0.0031280853389017093,-0.006706660566860294,0.0003892596640919138,-0.0023666554634251286,-0.0005941820618828715,-0.0005636959140184974,0.001642249035233077,0.0017149016385344016,-1.957643793194036e-05,0.00044669741527844094,-0.020519822735978913,-0.006508554089242429,-0.00019267587754315653,427040952,1341.656,678.648,704.36
-0.011589578700278477,-0.004408837347942598,0.00014864775760923345,0.002010106113493762,0.006447742115632324,-0.011866474255889497,0.002923703066231332,0.003146571037416616,-0.007024091865357508,0.00044746799837770836,-0.0031487372124848465,-0.000975240319796201,0.0006870341740332143,0.006153315584099984,-0.013976683639892564,4.635397816149758e-05,-0.00014508773671643483,-0.008041927990172667,-0.0031361984991849414,-0.00012642270364258759,449831589,1405.728,737.128,801.84
-0.01158957870033574,-0.001640604423355568,0.002148829039975269,0.0027030284122869365,0.007243832434284888,-0.011496647929628625,0.0025492590058244424,0.0024034322954981716,-0.0047823167730823195,0.00023016266548262325,-0.000986733608705406,-0.000108637178140769,-0.0008647663261759417,-0.0017153286435404595,0.008723469852599197,-3.975503856855507e-05,0.0003780496889765208,-0.0030824629501478126,3.098231817833082e-05,7.16023844811905e-05,425855837,1352.44,770.408,812.36
-0.011589578700242307,-0.002511273022967675,0.0016138396932174187,0.0026191890815799993,0.007463583127439486,-0.012691707118257733,0.002981000316877479,0.0030373813703844154,-0.006483833685118395,0.00037316187503071347,-0.0022482461690232413,-0.0005602703975130604,-0.0005297869876736039,0.0015319338999326142,0.0015916399860046292,-1.8132106617265298e-05,0.000411979775421368,-0.01898375033255953,-0.006050849584655328,-0.0001821956360738171,453650601,1409.656,732.904,821.36
