mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,synapse_id
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,456611088
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,460786295
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,415745273
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,461382317
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,426387189
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,426427652
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,456437538
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,449831589
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,427040952
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,453650601
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,425855837
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,425157125
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,440753690
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,419173788
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,417778121
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,423628718
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,398878302
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,439309194
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,447442894
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,440617004
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,481922789
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,409078757
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,465675900
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,439898580
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,421147788
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,447199982
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,413604092
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,426025963
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,438881121
-2706332372105.739,622.7545753353552,-733.184739747346,353.2819794873209,-316.42865063121025,-547.1114035812537,-206.58603735680686,-3.770734763807714,-0.10289722820686002,-25.33886893910751,-97.41596283012541,-19.132075450142707,-2.520954216788616,166.61140950303886,-37.27100368057206,-45.599081681745616,325.08067093867294,8.834322953106726,-93.8069280254775,169.87552981114,426026240
